Customer_ID,Fraud_Flag,Fraud_Risk_Score,Overall_Risk_Score,Failed_Login_Count,New_Device_Login_Frequency,Unusual_Login_Flag,Account_Takeover_Risk,High_Value_Transaction_Count,Suspicious_Transaction_Count,Beneficiary_Change_Frequency,Device_Trust_Score,Velocity_Score,Geo_Anomaly_Flag,Security_Awareness_Score
CUST_33757,True,96,46,2,High,True,89,0,1,Low,14,90,True,27
CUST_33758,False,1,8,0,Low,False,17,0,0,Low,82,11,False,89
CUST_33759,False,33,20,0,Low,False,21,3,0,Low,72,7,False,89
CUST_33760,False,14,12,0,Medium,False,26,3,0,High,70,34,False,50
CUST_33761,True,96,44,2,High,True,87,3,1,Medium,9,86,True,35
CUST_33762,True,85,47,5,High,True,72,3,1,Low,6,97,True,20
CUST_33763,False,8,20,0,Low,False,9,0,0,Low,97,17,False,94
CUST_33764,True,81,38,5,High,True,78,0,1,Low,19,94,True,23
CUST_33765,False,30,19,0,Medium,False,25,0,0,Low,78,42,False,50
CUST_33766,False,28,18,0,Low,False,25,3,0,Low,79,24,False,93
CUST_33767,False,48,28,0,Medium,False,5,0,0,Low,90,29,False,79
CUST_33768,False,20,12,0,Low,False,11,0,0,Low,73,30,False,80
CUST_33769,False,2,5,0,Low,False,23,3,0,Low,85,30,False,86
CUST_33770,True,97,48,3,High,True,86,3,1,Medium,12,86,True,18
CUST_33771,False,18,11,0,Low,False,19,3,0,Low,99,33,False,57
CUST_33772,False,26,13,1,Low,False,26,3,0,Medium,87,17,False,67
CUST_33773,True,84,40,4,High,True,81,0,2,Medium,16,83,True,10
CUST_33774,False,27,13,0,Low,False,29,0,0,Low,73,25,False,71
CUST_33775,False,46,28,0,Low,False,8,0,0,Low,77,41,False,75
CUST_33776,False,29,17,2,Low,False,25,3,0,Low,90,41,False,77
CUST_33777,False,2,8,0,Medium,False,33,3,0,High,76,21,False,64
CUST_33778,False,34,18,2,Low,False,29,0,0,Low,98,5,False,88
CUST_33779,False,34,18,0,Low,False,30,0,0,Low,90,42,False,97
CUST_33780,False,22,13,0,Low,False,28,3,0,Low,88,33,False,91
CUST_33781,False,41,26,2,Medium,False,14,0,0,Low,72,22,False,50
CUST_33782,True,94,42,5,High,True,94,0,1,Medium,18,88,True,13
CUST_33783,False,23,26,0,Low,False,33,0,0,Low,73,24,False,72
CUST_33784,True,77,42,2,High,True,77,0,1,Medium,10,90,True,28
CUST_33785,False,30,19,0,Low,False,28,0,0,Low,86,14,False,81
CUST_33786,False,18,11,1,Low,False,25,0,0,Low,78,7,False,96
CUST_33787,False,32,18,1,Low,False,8,3,0,Low,72,14,False,85
CUST_33788,True,76,37,4,High,True,76,0,1,Medium,22,70,True,21
CUST_33789,False,30,18,1,Medium,False,13,3,0,Low,75,44,False,68
CUST_33790,False,36,23,0,Low,False,8,0,0,Low,73,32,False,86
CUST_33791,True,95,42,4,High,True,71,0,2,High,18,71,True,32
CUST_33792,False,25,16,0,Medium,False,15,0,0,Medium,94,35,False,59
CUST_33793,True,87,40,3,High,True,65,3,1,High,7,95,True,43
CUST_33794,False,13,7,1,Low,False,15,0,0,Low,75,24,False,55
CUST_33795,False,6,7,0,Low,False,8,3,0,Low,73,12,False,52
CUST_33796,False,30,19,0,Medium,True,7,0,0,Low,83,18,False,52
CUST_33797,False,0,5,0,Low,False,33,3,0,Medium,75,11,False,77
CUST_33798,False,5,7,0,Low,False,20,0,0,Low,80,37,False,55
CUST_33799,False,9,11,0,Medium,False,25,0,0,Low,72,38,False,87
CUST_33800,False,23,15,0,Medium,False,11,3,0,Low,94,32,False,99
CUST_33801,False,44,29,0,Low,False,11,3,0,Low,86,11,False,55
CUST_33802,False,20,15,0,Low,False,21,0,0,Medium,88,31,False,87
CUST_33803,False,16,10,0,Low,True,21,3,0,Medium,84,43,False,75
CUST_33804,False,6,9,0,Low,False,23,0,0,Medium,94,30,False,59
CUST_33805,False,45,26,0,Low,False,8,0,0,Low,74,6,False,69
CUST_33806,False,29,12,0,Low,True,30,0,0,Low,70,24,False,56
CUST_33807,False,45,26,0,Low,False,24,3,0,Low,86,39,False,88
CUST_33808,False,12,11,0,Low,False,14,3,0,Low,95,9,False,85
CUST_33809,False,0,5,0,Low,False,7,0,0,Low,95,21,False,54
CUST_33810,False,2,8,0,Low,False,27,0,0,Low,84,22,False,86
CUST_33811,False,33,23,0,Low,False,21,3,0,Low,81,12,False,98
CUST_33812,False,10,10,0,Low,False,25,0,0,Low,83,9,False,93
CUST_33813,False,22,9,0,Low,False,31,3,0,High,84,32,False,76
CUST_33814,False,38,27,0,Low,False,12,0,0,Low,70,19,False,83
CUST_33815,True,91,45,3,High,True,83,3,1,Low,17,80,True,15
CUST_33816,True,85,39,4,High,True,91,3,1,Medium,27,83,True,11
CUST_33817,False,7,6,2,Low,False,13,3,0,Low,71,16,False,53
CUST_33818,True,86,40,3,High,True,78,3,1,High,5,74,True,11
CUST_33819,True,77,38,2,High,True,88,0,3,High,28,77,True,32
CUST_33820,False,34,31,0,Low,False,8,0,0,Low,85,6,False,73
CUST_33821,True,79,38,5,High,True,84,4,1,High,18,77,True,26
CUST_33822,False,0,8,0,Low,False,19,0,0,High,87,31,False,67
CUST_33823,False,15,23,0,Medium,False,33,0,0,Low,94,12,False,59
CUST_33824,False,31,15,0,Low,False,6,3,0,Low,70,41,False,66
CUST_33825,False,28,24,1,Medium,False,22,3,0,Medium,97,38,False,59
CUST_33826,True,89,43,4,High,True,84,0,1,High,15,92,True,23
CUST_33827,True,84,67,2,High,True,62,4,1,High,9,85,True,12
CUST_33828,False,26,16,0,Medium,False,9,0,0,Low,81,34,False,58
CUST_33829,False,33,20,0,Low,False,15,0,0,Medium,95,37,False,52
CUST_33830,False,28,20,0,Low,False,11,0,0,Low,89,27,False,97
CUST_33831,True,94,45,2,High,True,86,4,3,Medium,17,94,True,19
CUST_33832,True,81,38,3,High,True,64,3,1,Low,10,80,True,38
CUST_33833,False,31,21,0,Low,False,25,0,0,Low,96,39,False,52
CUST_33834,True,92,41,2,High,True,94,3,2,High,8,92,True,15
CUST_33835,False,5,6,0,Low,False,24,3,0,Low,79,42,False,70
CUST_33836,False,11,10,1,Low,False,15,0,0,Low,91,41,False,58
CUST_33837,True,80,38,2,High,True,68,0,1,Medium,13,87,True,39
CUST_33838,False,12,12,0,Medium,False,22,3,0,Low,70,19,False,75
CUST_33839,False,16,14,0,Low,False,28,3,0,Low,84,21,False,99
CUST_33840,True,98,60,2,High,True,68,0,2,High,7,73,True,23
CUST_33841,False,41,27,0,Low,False,23,3,0,Low,84,10,False,60
CUST_33842,False,25,27,0,Low,False,14,0,0,Low,80,26,False,71
CUST_33843,True,75,34,3,High,True,91,0,1,Medium,6,84,True,15
CUST_33844,False,24,17,0,Low,False,29,3,0,Low,91,15,False,54
CUST_33845,False,21,15,1,Low,False,16,3,0,Low,81,32,False,96
CUST_33846,False,18,9,0,Low,False,15,0,0,Low,85,38,False,73
CUST_33847,False,48,28,0,Medium,False,5,3,0,Low,94,20,False,97
CUST_33848,True,82,47,4,High,True,85,0,1,High,18,92,True,30
CUST_33849,False,22,18,0,Low,False,16,0,0,Low,99,29,False,82
CUST_33850,True,78,33,4,High,True,71,3,1,High,12,96,True,29
CUST_33851,False,29,14,0,Medium,False,11,3,0,Low,93,19,False,85
CUST_33852,True,80,38,3,High,True,92,3,1,Medium,27,88,True,37
CUST_33853,False,23,14,1,Low,False,10,0,0,Low,86,23,False,66
CUST_33854,False,36,25,0,Low,False,14,3,0,Low,97,15,False,51
CUST_33855,True,95,46,4,High,True,88,3,2,High,25,89,True,22
CUST_33856,False,26,14,0,Low,False,20,0,0,Low,73,37,False,67
CUST_33857,False,33,20,0,Medium,False,18,0,0,Low,77,28,False,78
CUST_33858,False,18,11,1,Low,False,9,3,0,Low,95,16,False,88
CUST_33859,False,22,18,1,Low,False,13,3,0,Low,94,23,False,84
CUST_33860,False,30,17,0,Low,False,7,3,0,Medium,99,22,False,91
CUST_33861,False,0,5,0,Low,False,21,3,0,Low,96,21,False,53
CUST_33862,False,15,9,1,Low,False,23,0,0,Low,83,9,False,82
CUST_33863,True,91,46,2,High,True,68,3,1,High,5,85,True,11
CUST_33864,False,1,7,0,Low,False,24,3,0,Low,75,30,False,56
CUST_33865,True,89,37,5,High,True,62,3,2,Low,23,81,True,44
CUST_33866,False,14,11,0,Low,False,24,3,0,Low,94,33,False,69
CUST_33867,False,22,12,1,Low,False,27,3,0,Low,90,10,False,66
CUST_33868,False,41,31,1,Low,False,18,3,0,Low,78,24,False,98
CUST_33869,False,38,23,1,Medium,False,33,0,0,Low,85,15,False,72
CUST_33870,True,76,38,2,High,True,78,0,1,Medium,13,86,True,22
CUST_33871,False,17,14,0,Low,False,26,3,0,Low,98,26,False,85
CUST_33872,False,17,14,0,Low,False,32,3,0,Medium,85,44,False,50
CUST_33873,False,20,21,1,Medium,False,31,0,0,Low,72,38,False,90
CUST_33874,False,31,21,1,Low,False,27,0,0,Low,76,43,False,77
CUST_33875,False,15,23,0,Low,False,10,0,0,Low,96,13,False,68
CUST_33876,False,4,6,0,Low,False,7,0,0,Low,94,42,False,81
CUST_33877,False,38,23,0,Low,False,32,3,0,Medium,81,6,False,95
CUST_33878,False,31,18,1,Low,False,6,3,0,Low,90,7,False,58
CUST_33879,False,31,14,0,Low,False,21,0,0,High,87,20,False,61
CUST_33880,False,0,6,0,Low,False,10,0,0,Low,73,28,False,69
CUST_33881,False,20,19,0,Low,False,29,0,0,Medium,90,21,False,63
CUST_33882,False,30,15,2,Low,False,7,3,0,Low,98,28,False,59
CUST_33883,False,28,16,1,Low,False,6,0,0,Low,70,30,False,75
CUST_33884,True,88,41,2,High,True,84,0,1,High,27,81,True,23
CUST_33885,True,78,37,3,High,True,64,0,1,Low,13,75,True,34
CUST_33886,True,86,41,3,High,True,71,0,1,Low,10,76,True,13
CUST_33887,True,76,35,4,High,True,64,3,1,Medium,10,92,True,30
CUST_33888,False,48,28,0,Low,False,8,3,0,Low,93,14,False,52
CUST_33889,False,27,19,0,Low,False,11,3,0,Low,95,7,False,73
CUST_33890,False,45,27,0,Low,False,29,0,0,Low,87,44,False,90
CUST_33891,False,47,30,0,Medium,False,33,3,0,Low,99,15,False,70
CUST_33892,False,24,15,0,Low,False,27,0,0,Low,81,37,False,50
CUST_33893,False,29,17,1,Low,False,17,3,0,Low,89,25,False,95
CUST_33894,False,21,17,0,Medium,False,11,6,0,Low,93,7,False,60
CUST_33895,False,21,12,0,Low,False,12,0,0,Low,79,23,False,88
CUST_33896,False,20,26,0,Low,False,34,3,0,Medium,73,10,False,92
CUST_33897,False,7,9,0,Low,False,6,0,0,Low,77,22,False,95
CUST_33898,False,6,18,0,Low,False,27,0,0,Low,73,16,False,57
CUST_33899,True,79,47,3,High,True,86,0,1,Medium,24,82,True,32
CUST_33900,False,35,22,1,Low,False,6,0,0,Low,74,14,False,99
CUST_33901,False,23,18,0,Low,False,17,0,0,Low,85,41,False,51
CUST_33902,False,16,12,1,Medium,False,15,0,0,Low,92,37,False,73
CUST_33903,True,78,39,4,High,True,71,0,1,Low,5,93,True,42
CUST_33904,False,1,18,1,Low,False,21,3,0,Low,86,26,False,87
CUST_33905,False,0,5,0,Low,False,24,0,0,Low,85,14,False,74
CUST_33906,False,15,8,2,Low,False,27,0,0,Low,72,6,False,72
CUST_33907,False,18,11,0,Low,False,19,0,0,Low,77,42,False,67
CUST_33908,False,14,13,0,Low,False,7,0,0,Low,88,19,False,53
CUST_33909,False,15,12,0,Low,False,26,0,0,Low,72,37,False,92
CUST_33910,False,27,16,1,Low,False,20,3,0,Low,84,5,False,84
CUST_33911,True,76,48,5,High,True,71,0,1,Medium,7,76,True,30
CUST_33912,False,19,11,0,Low,False,10,3,0,Low,73,7,False,77
CUST_33913,False,5,5,0,Low,False,17,3,0,Low,72,40,False,94
CUST_33914,True,81,35,3,High,True,83,0,2,Medium,25,83,True,14
CUST_33915,False,0,7,1,Low,False,12,3,0,Low,84,25,False,88
CUST_33916,True,95,43,4,High,True,91,3,1,High,18,70,True,39
CUST_33917,False,33,19,1,Low,False,6,0,0,Low,93,32,False,66
CUST_33918,False,4,7,0,Medium,False,22,3,0,Low,98,41,False,56
CUST_33919,True,80,39,3,High,True,85,0,1,High,16,92,True,20
CUST_33920,False,28,18,0,Low,False,9,3,0,Low,95,29,False,82
CUST_33921,True,85,48,5,High,True,70,0,1,High,5,94,True,11
CUST_33922,True,84,38,4,High,True,86,0,2,Medium,15,93,True,21
CUST_33923,True,81,38,2,High,True,67,3,1,High,9,74,True,21
CUST_33924,True,92,42,3,High,True,89,3,1,Medium,24,71,True,13
CUST_33925,True,78,47,4,High,True,69,0,2,High,12,70,True,43
CUST_33926,False,13,11,2,Low,False,15,0,0,Low,78,15,False,57
CUST_33927,False,25,16,0,Medium,False,5,3,0,Low,77,11,False,78
CUST_33928,False,25,15,0,Medium,False,33,0,0,Low,73,14,False,83
CUST_33929,False,3,7,2,Low,False,10,0,0,Low,95,29,False,70
CUST_33930,False,23,10,0,Low,False,17,3,0,Medium,70,26,False,56
CUST_33931,False,4,5,0,Low,False,11,3,0,Low,70,12,False,86
CUST_33932,False,22,13,0,Low,False,17,0,0,Low,72,12,False,81
CUST_33933,False,15,13,0,Low,False,31,0,0,Low,76,42,False,57
CUST_33934,False,30,17,0,Low,False,23,0,0,Low,96,17,False,75
CUST_33935,True,96,42,4,High,True,84,0,2,High,28,74,True,17
CUST_33936,False,9,10,0,Medium,False,12,3,0,Low,98,27,False,75
CUST_33937,False,7,7,1,Low,False,13,3,0,Low,70,18,False,51
CUST_33938,False,22,11,0,Low,False,10,0,0,Low,94,10,False,54
CUST_33939,False,22,17,1,Low,False,13,3,0,Low,91,12,False,56
CUST_33940,False,18,13,0,Low,False,28,0,0,Low,97,32,False,93
CUST_33941,False,20,14,0,Low,True,20,3,0,Low,83,25,False,67
CUST_33942,False,11,10,0,Low,False,30,3,0,Medium,70,22,False,91
CUST_33943,False,26,17,0,Low,False,25,0,0,Low,96,21,False,77
CUST_33944,True,96,43,4,High,True,94,3,5,Low,27,80,True,12
CUST_33945,True,79,34,3,High,True,76,0,1,Low,10,71,True,40
CUST_33946,False,9,11,0,Low,False,10,3,0,Low,71,21,False,73
CUST_33947,False,4,8,1,Low,False,31,0,0,Low,94,5,False,90
CUST_33948,False,7,5,1,Low,False,8,0,0,Low,78,40,False,76
CUST_33949,False,0,7,0,Low,False,6,6,0,Low,81,20,False,96
CUST_33950,False,40,25,0,Medium,True,26,3,0,Low,94,17,False,58
CUST_33951,False,15,11,0,Low,False,11,0,0,Low,88,23,False,76
CUST_33952,False,32,23,0,Low,False,12,3,0,Low,71,18,False,54
CUST_33953,True,87,44,2,High,True,80,3,2,High,13,87,True,24
CUST_33954,True,95,49,4,High,True,68,3,1,Medium,24,91,True,32
CUST_33955,True,81,39,2,High,True,81,3,1,High,15,95,True,15
CUST_33956,False,3,8,1,Low,False,24,3,0,Low,90,21,False,79
CUST_33957,True,98,41,2,High,True,61,0,1,Medium,28,80,True,10
CUST_33958,False,20,13,1,Low,False,7,6,0,Low,92,33,False,75
CUST_33959,False,30,19,0,Low,False,6,3,0,Low,83,20,False,74
CUST_33960,False,21,11,0,Low,False,27,3,0,Low,80,10,False,79
CUST_33961,False,0,6,0,Low,False,11,0,0,Low,86,10,False,73
CUST_33962,False,27,14,0,Low,False,23,3,0,High,83,13,False,90
CUST_33963,True,89,39,3,High,True,72,3,1,High,11,93,True,38
CUST_33964,False,6,6,2,Low,False,13,3,0,Low,88,44,False,67
CUST_33965,False,29,15,0,Low,False,27,0,0,Low,87,33,False,92
CUST_33966,False,19,14,0,Low,False,5,3,0,Low,74,43,False,57
CUST_33967,False,8,9,2,Low,False,18,0,0,Low,99,8,False,59
CUST_33968,False,7,7,1,Medium,False,18,3,0,Low,80,30,False,65
CUST_33969,False,14,8,1,Low,False,17,0,0,Low,86,8,False,97
CUST_33970,True,96,43,3,High,True,74,0,1,High,18,92,True,33
CUST_33971,False,3,8,0,Low,False,11,0,0,Medium,89,28,False,89
CUST_33972,False,17,14,0,Low,False,15,3,0,Medium,73,30,False,85
CUST_33973,False,19,11,0,Low,False,8,0,0,Low,81,39,False,96
CUST_33974,False,23,13,0,Low,False,27,0,0,Low,88,22,True,66
CUST_33975,False,17,21,1,Medium,False,34,0,0,Low,77,24,False,90
CUST_33976,False,18,9,0,Low,False,32,3,0,Medium,81,15,False,92
CUST_33977,False,10,12,1,Low,False,30,0,0,Low,92,32,False,83
CUST_33978,False,30,18,0,Low,False,17,3,0,Medium,86,18,False,87
CUST_33979,False,27,17,0,Medium,False,23,0,0,Medium,87,13,False,56
CUST_33980,False,7,10,1,Medium,False,11,0,0,Medium,84,25,False,50
CUST_33981,False,9,9,0,Low,False,34,0,0,Low,76,44,False,50
CUST_33982,False,39,34,0,Low,False,32,0,0,Low,94,35,False,94
CUST_33983,False,27,18,0,Low,False,23,0,0,Low,99,25,False,99
CUST_33984,False,3,5,0,Low,False,26,0,0,Low,90,32,False,82
CUST_33985,True,84,41,5,High,True,77,3,2,Medium,15,75,True,27
CUST_33986,False,14,20,0,Medium,False,23,3,0,High,88,35,False,72
CUST_33987,True,91,43,2,High,True,82,3,1,Low,26,93,True,17
CUST_33988,False,20,9,0,Low,False,19,3,0,Low,82,30,True,55
CUST_33989,False,27,17,0,Low,False,9,0,0,Low,77,7,False,60
CUST_33990,False,8,8,0,Low,False,17,3,0,Low,89,37,False,82
CUST_33991,False,34,32,0,Low,False,27,0,0,Low,84,40,False,71
CUST_33992,False,35,22,0,Low,False,22,0,0,Low,80,21,False,79
CUST_33993,False,23,19,0,Low,False,9,3,0,Low,90,40,False,59
CUST_33994,False,27,15,2,Low,False,11,3,0,Low,96,8,False,87
CUST_33995,False,1,7,1,Low,False,7,0,0,Low,88,19,False,71
CUST_33996,False,36,25,0,Low,False,14,3,0,Medium,79,39,False,93
CUST_33997,False,29,19,0,Low,False,17,0,0,Low,91,35,False,57
CUST_33998,False,9,8,0,Low,False,15,3,0,Low,81,17,False,82
CUST_33999,True,98,48,5,High,True,81,0,1,Low,18,72,True,37
CUST_34000,True,88,42,5,High,True,71,3,1,Low,20,77,True,27
CUST_34001,False,29,20,0,Low,False,22,3,0,Low,73,28,False,57
CUST_34002,False,17,12,0,Medium,False,25,0,0,Low,91,36,False,87
CUST_34003,False,43,29,0,Low,False,32,3,0,Low,98,37,False,83
CUST_34004,False,32,21,0,Low,False,7,0,0,Low,87,39,False,94
CUST_34005,False,18,14,0,Low,False,23,0,0,Low,71,12,False,65
CUST_34006,False,15,11,0,Low,False,13,0,0,Low,79,33,False,58
CUST_34007,False,21,17,2,Low,False,5,3,0,Medium,92,11,False,77
CUST_34008,True,90,40,2,High,True,70,0,1,High,15,83,True,31
CUST_34009,True,88,38,3,High,True,68,0,1,High,23,94,True,28
CUST_34010,False,15,13,0,Low,False,15,0,0,Low,76,19,False,79
CUST_34011,False,18,10,1,Low,False,12,3,0,Medium,92,31,False,54
CUST_34012,False,31,21,0,Low,False,26,0,0,Low,93,41,False,88
CUST_34013,False,1,5,0,Low,False,22,0,0,Low,91,23,False,89
CUST_34014,True,90,38,2,High,True,85,3,1,High,14,90,True,38
CUST_34015,False,0,5,1,Low,False,11,3,0,Low,73,9,False,96
CUST_34016,False,16,12,0,Low,False,32,3,0,Low,83,25,False,79
CUST_34017,False,28,17,0,Low,False,33,3,0,Medium,92,35,False,78
CUST_34018,False,13,12,0,Low,True,21,3,0,Low,94,37,False,94
CUST_34019,False,31,19,0,Low,False,9,3,0,Low,81,38,False,56
CUST_34020,True,96,48,5,High,True,80,0,1,Low,11,87,True,22
CUST_34021,False,14,12,0,Low,False,32,0,0,Medium,88,39,False,50
CUST_34022,False,13,11,0,Low,False,14,3,0,Low,77,21,False,67
CUST_34023,False,10,7,0,Low,False,17,0,0,Low,85,24,False,57
CUST_34024,False,18,11,0,Low,False,33,0,0,Low,92,39,False,65
CUST_34025,False,2,8,0,Low,False,29,3,0,Low,98,33,False,58
CUST_34026,False,12,5,0,Low,False,24,0,0,Medium,74,8,False,95
CUST_34027,False,2,6,1,Low,False,5,0,0,Low,98,17,False,77
CUST_34028,False,21,12,1,Low,False,11,3,0,Low,77,24,False,84
CUST_34029,False,31,20,0,Low,False,7,0,0,Low,95,20,False,81
CUST_34030,False,31,24,0,Low,False,28,0,0,Low,90,18,False,66
CUST_34031,False,4,5,0,Low,False,18,0,0,Low,97,7,False,50
CUST_34032,False,5,9,0,Low,False,29,0,0,Low,88,36,False,67
CUST_34033,False,13,9,1,Low,False,9,0,0,Low,92,38,False,97
CUST_34034,False,12,12,0,Low,False,29,3,0,Medium,85,25,False,89
CUST_34035,True,82,40,4,High,True,65,3,1,Low,25,97,True,21
CUST_34036,False,0,5,0,Medium,False,9,3,0,Low,95,35,False,75
CUST_34037,False,39,25,0,Low,False,12,0,0,Low,78,27,False,64
CUST_34038,False,14,12,0,Low,False,22,0,0,Low,85,19,False,96
CUST_34039,False,16,35,0,Low,False,30,0,0,Low,93,24,False,90
CUST_34040,False,27,12,0,Low,False,19,0,0,Low,77,34,False,70
CUST_34041,False,41,29,0,Low,False,28,0,0,Medium,79,40,False,86
CUST_34042,False,28,13,0,Medium,False,18,3,0,High,76,8,False,72
CUST_34043,False,19,13,1,Low,False,32,0,0,Medium,94,12,False,81
CUST_34044,False,28,16,0,Medium,False,19,3,0,Low,95,17,False,56
CUST_34045,False,40,24,0,Medium,False,17,0,0,Low,83,39,False,50
CUST_34046,False,17,13,0,Low,False,19,0,0,Low,83,25,False,51
CUST_34047,False,3,5,0,Low,False,20,3,0,Low,84,20,False,83
CUST_34048,True,76,34,2,High,True,64,0,1,High,16,94,True,10
CUST_34049,False,47,27,0,Low,False,34,3,0,Low,75,16,False,76
CUST_34050,False,2,5,0,Medium,False,9,3,0,Low,91,13,False,71
CUST_34051,True,75,35,4,High,True,79,1,1,Low,16,94,True,13
CUST_34052,False,28,17,0,Medium,False,32,0,0,Low,94,23,False,82
CUST_34053,False,0,5,0,Medium,False,27,3,0,Low,91,5,False,89
CUST_34054,False,13,12,0,Medium,False,14,0,0,Low,73,18,False,60
CUST_34055,False,4,5,0,Medium,False,11,0,0,Low,89,8,False,81
CUST_34056,False,27,18,1,Low,False,31,3,0,Low,79,10,False,76
CUST_34057,False,20,13,0,Low,False,12,0,0,Low,98,42,False,72
CUST_34058,True,89,39,3,High,True,69,0,1,Medium,20,85,True,32
CUST_34059,False,34,20,0,Low,False,33,3,0,Low,91,32,False,59
CUST_34060,False,20,14,0,Low,False,11,3,0,Low,99,12,False,51
CUST_34061,True,86,39,3,High,True,84,3,2,High,7,94,True,42
CUST_34062,False,29,19,0,Medium,False,10,3,0,Low,73,19,False,92
CUST_34063,False,0,29,0,Low,True,9,3,0,Medium,96,34,False,64
CUST_34064,False,27,12,2,Low,False,34,0,0,Low,93,40,False,76
CUST_34065,False,30,15,1,Low,False,13,3,0,Low,92,20,False,57
CUST_34066,True,90,47,5,High,True,77,3,1,Medium,19,96,True,20
CUST_34067,False,26,15,0,Low,False,30,3,0,Low,84,27,False,69
CUST_34068,True,93,44,3,High,True,82,3,1,Low,8,85,True,23
CUST_34069,False,32,21,0,Low,False,17,3,0,Low,82,11,False,79
CUST_34070,True,96,43,2,High,True,83,0,1,Low,24,95,True,25
CUST_34071,True,85,43,4,High,True,82,3,1,High,20,95,True,11
CUST_34072,False,27,15,2,Low,False,30,0,0,Low,97,19,False,68
CUST_34073,False,27,19,0,Low,False,21,3,0,Low,94,23,False,67
CUST_34074,False,13,11,0,Low,False,11,3,0,Low,84,29,False,77
CUST_34075,True,79,38,3,High,True,67,0,2,Medium,19,80,True,11
CUST_34076,True,95,46,4,High,True,93,3,1,High,25,86,True,19
CUST_34077,False,47,28,0,Low,False,24,0,0,Low,85,18,False,98
CUST_34078,False,32,20,0,Low,False,27,0,0,Low,95,18,False,55
CUST_34079,False,16,14,0,Low,False,16,0,0,Low,91,42,False,81
CUST_34080,False,43,27,0,Low,False,22,3,0,Low,79,35,False,95
CUST_34081,False,1,7,0,Low,False,14,3,0,Low,86,9,False,99
CUST_34082,True,91,37,5,High,True,86,3,2,Medium,13,76,True,22
CUST_34083,False,5,18,1,Low,False,10,0,0,Low,97,27,False,78
CUST_34084,False,0,5,0,Low,False,32,3,0,Low,76,17,False,83
CUST_34085,False,38,26,0,Low,False,32,0,0,Low,98,33,False,82
CUST_34086,False,24,16,1,Low,False,29,3,0,Low,70,34,False,60
CUST_34087,True,93,44,2,High,True,91,0,3,Medium,6,88,True,34
CUST_34088,False,23,15,1,Low,False,25,0,0,Low,73,33,False,65
CUST_34089,True,78,37,2,High,True,61,4,1,Medium,9,94,True,44
CUST_34090,False,16,12,1,Low,False,5,0,0,Low,80,38,False,57
CUST_34091,False,30,16,0,Low,False,32,3,0,Low,80,23,False,76
CUST_34092,False,21,15,0,Low,False,13,0,0,Low,78,11,False,88
CUST_34093,False,23,17,0,Low,False,34,0,0,Low,89,40,False,58
CUST_34094,True,75,34,5,High,True,72,3,1,Medium,25,79,True,26
CUST_34095,False,20,15,0,Medium,False,33,0,0,High,71,11,False,69
CUST_34096,True,98,42,3,High,True,71,3,1,High,26,89,True,35
CUST_34097,False,7,6,0,Low,False,34,3,0,Low,94,34,False,80
CUST_34098,False,14,11,0,Low,False,13,0,0,Medium,81,31,False,62
CUST_34099,False,13,10,0,Low,False,19,3,0,Low,98,36,False,51
CUST_34100,True,81,40,4,High,True,79,0,2,Low,20,81,True,24
CUST_34101,False,22,16,0,Low,False,9,3,0,Low,84,18,False,65
CUST_34102,False,14,8,0,Medium,False,31,0,0,Low,73,16,False,99
CUST_34103,False,28,15,0,Low,False,12,0,0,Low,81,35,False,80
CUST_34104,False,18,15,1,Low,False,13,0,0,Low,82,15,False,72
CUST_34105,False,2,8,0,Low,False,24,3,0,Low,86,36,False,68
CUST_34106,True,78,33,3,High,True,81,0,1,High,27,77,True,29
CUST_34107,True,78,37,3,High,True,67,0,1,High,11,80,True,25
CUST_34108,False,23,26,0,Low,False,28,0,0,Low,82,18,False,99
CUST_34109,False,31,16,1,Low,False,33,3,0,Low,90,39,False,57
CUST_34110,False,0,7,0,Low,False,21,3,0,Low,82,25,False,91
CUST_34111,False,8,6,0,Low,False,28,0,0,Low,77,21,False,73
CUST_34112,True,80,41,4,High,True,86,4,1,Medium,25,75,True,22
CUST_34113,False,9,10,2,Low,False,16,3,0,Low,74,27,False,81
CUST_34114,False,45,27,0,Low,False,27,0,0,High,94,24,False,81
CUST_34115,True,97,47,4,High,True,68,1,2,High,16,86,True,25
CUST_34116,False,27,31,1,Low,False,28,0,0,Low,82,25,False,86
CUST_34117,False,36,22,0,Medium,False,31,3,0,Low,95,27,False,92
CUST_34118,True,83,41,2,High,True,69,0,1,Medium,5,70,True,29
CUST_34119,False,5,6,0,Low,False,19,0,0,Low,97,39,False,59
CUST_34120,False,13,8,0,Low,False,32,0,0,Low,75,36,False,91
CUST_34121,True,92,42,4,High,True,80,0,1,Medium,12,72,True,15
CUST_34122,False,5,8,0,Medium,False,12,3,0,Low,74,40,False,61
CUST_34123,False,4,9,0,Low,False,34,3,0,Low,70,17,False,55
CUST_34124,False,14,13,2,Low,False,28,6,0,Low,90,11,False,65
CUST_34125,False,32,15,0,Low,False,22,3,0,Low,80,28,False,91
CUST_34126,False,43,26,0,Low,False,32,0,0,Low,76,20,False,51
CUST_34127,False,35,25,0,Low,False,11,3,0,Low,91,38,False,82
CUST_34128,True,92,45,3,High,True,82,0,1,Low,12,92,True,23
CUST_34129,True,79,38,5,High,True,71,0,1,Medium,20,91,True,18
CUST_34130,True,91,41,2,High,True,67,3,2,High,18,94,True,19
